ith_sess,session_id,navigate_click:0-4,cutscene_click:0-4,person_click:0-4,object_click:0-4,notification_click:0-4,observation_click:0-4,object_hover:0-4,map_hover:0-4,map_click:0-4,checkpoint:0-4,person_click:5-12,navigate_click:5-12,object_click:5-12,object_hover:5-12,cutscene_click:5-12,map_hover:5-12,notification_click:5-12,map_click:5-12,observation_click:5-12,checkpoint:5-12,navigate_click:13-22,person_click:13-22,cutscene_click:13-22,object_click:13-22,map_hover:13-22,object_hover:13-22,notification_click:13-22,map_click:13-22,observation_click:13-22,checkpoint:13-22,elapsed_time:0-4,event_index:0-4,elapsed_time:5-12,event_index:5-12,elapsed_time:13-22,event_index:13-22,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,num_correct,notebook_click:0-4,notebook_click:5-12,notebook_click:13-22
86,20100110484589160,53,41,18,10,9,3.0,5.0,2.0,2,1.0,122,83,19,18.0,11,17.0,9,10,4,1,183,131,76,14,34.0,14.0,8,10,3,1,193780.0,143.0,649958,449,1702800,963,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17,,,
87,20100110531537424,55,27,18,17,8,4.0,5.0,2.0,2,1.0,97,74,21,21.0,11,16.0,9,8,2,1,158,100,60,32,10.0,20.0,11,6,5,1,220219.0,140.0,656720,418,1426821,868,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2.0,6.0,11.0
88,20100110555341692,40,27,19,16,8,4.0,5.0,2.0,2,1.0,96,60,30,14.0,13,13.0,9,6,2,1,174,105,56,20,12.0,24.0,8,8,5,1,339131.0,132.0,847253,406,1829730,867,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16,9.0,20.0,10.0
89,20100111065473908,88,33,24,17,6,9.0,2.0,,2,1.0,123,234,53,16.0,11,25.0,10,17,7,1,285,130,75,29,21.0,18.0,8,8,4,1,473672.0,183.0,1389458,725,2590330,1375,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,13,2.0,35.0,30.0
90,20100111111155972,38,31,18,8,9,1.0,4.0,2.0,2,1.0,95,67,16,12.0,11,6.0,9,8,2,1,109,100,56,12,9.0,9.0,6,6,4,1,204724.0,113.0,544645,347,1149893,695,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,16,,,2.0
91,20100111131264296,57,33,18,10,6,1.0,3.0,3.0,3,1.0,114,78,53,23.0,12,14.0,9,7,3,1,227,122,75,36,24.0,26.0,11,13,4,1,246992.0,134.0,770111,460,1894512,1046,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,14,,6.0,8.0
92,20100111134429080,76,30,18,10,8,,5.0,2.0,2,1.0,130,118,51,31.0,11,14.0,9,6,2,1,230,126,79,14,40.0,12.0,8,8,5,1,449989.0,159.0,2822397,561,9624527,1160,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,12,8.0,21.0,33.0
93,20100111262209730,80,42,18,12,8,1.0,4.0,3.0,2,1.0,101,97,28,22.0,15,8.0,9,7,3,1,182,107,54,21,21.0,18.0,8,12,4,1,162348.0,170.0,571748,470,1472424,934,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,13,,3.0,4.0
94,20100111275626830,80,26,19,30,5,1.0,5.0,2.0,2,1.0,114,97,18,22.0,12,11.0,9,8,3,1,296,117,74,17,27.0,18.0,6,8,4,1,229193.0,170.0,640763,473,1651342,1084,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,15,,,
95,20100111290365256,56,29,18,7,8,,6.0,2.0,2,1.0,115,81,17,15.0,13,8.0,9,7,1,1,185,127,75,13,63.0,13.0,8,22,4,1,234457.0,128.0,662973,405,1790406,983,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,15,,2.0,23.0
96,20100111293440890,47,32,21,17,6,1.0,6.0,1.0,2,1.0,95,82,66,28.0,13,9.0,9,6,3,1,199,104,59,25,16.0,18.0,8,6,3,1,243282.0,135.0,804495,472,1581900,959,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,15,2.0,15.0,10.0
97,20100111315145150,53,29,19,11,5,1.0,6.0,2.0,2,1.0,117,116,29,25.0,13,6.0,9,6,2,1,240,120,60,32,22.0,24.0,17,7,7,1,497481.0,128.0,1014012,461,17519206,1032,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,16,,,2.0
98,20100111354105336,58,40,22,13,9,1.0,4.0,2.0,2,1.0,130,94,29,15.0,11,6.0,9,6,1,1,199,126,89,47,26.0,30.0,10,23,3,1,186837.0,150.0,596827,468,1696253,1076,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,15,,4.0,4.0
99,20100111374821010,141,25,18,23,11,6.0,9.0,2.0,3,1.0,98,113,54,39.0,13,19.0,9,7,2,1,174,99,57,23,33.0,18.0,11,9,5,1,395934.0,254.0,911470,621,1882222,1094,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,12,16.0,2.0,5.0
100,20100111434701724,38,28,18,8,5,1.0,4.0,4.0,2,1.0,145,94,40,32.0,11,9.0,9,8,2,1,176,130,74,19,31.0,15.0,6,9,5,1,406819.0,111.0,1313921,472,3413348,984,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,3.0,2.0,6.0
101,20100111500632376,74,28,21,11,8,3.0,4.0,4.0,2,1.0,109,132,33,17.0,12,14.0,9,7,1,1,282,105,58,21,19.0,21.0,11,7,5,1,242065.0,159.0,655816,510,1442242,1084,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,15,4.0,4.0,4.0
102,20100111522448010,74,32,18,14,8,3.0,11.0,1.0,3,1.0,108,337,208,60.0,15,59.0,9,28,6,1,1042,145,63,200,145.0,72.0,18,54,10,1,184827.0,164.0,1243914,1005,3158843,2831,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,34.0
103,20100111522598640,64,32,28,19,9,4.0,2.0,1.0,3,1.0,145,107,50,17.0,11,11.0,9,8,1,1,269,144,77,52,17.0,25.0,10,10,4,1,398602.0,165.0,1087023,548,2142671,1213,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,15,3.0,13.0,13.0
104,20100112052121604,52,33,18,10,6,,4.0,3.0,2,1.0,120,106,24,22.0,11,22.0,9,23,2,1,104,118,69,24,14.0,16.0,8,6,4,1,209020.0,128.0,2476574,478,3380833,887,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,15,,6.0,6.0
105,20100112092206028,54,30,19,14,14,3.0,6.0,3.0,2,1.0,103,129,27,31.0,12,11.0,9,7,4,1,234,107,58,38,22.0,25.0,10,9,4,1,249805.0,156.0,735753,504,1569911,1073,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,16,11.0,6.0,20.0
106,20100112114654810,48,33,27,14,6,2.0,2.0,1.0,2,1.0,101,94,19,15.0,14,17.0,9,8,1,1,151,100,57,27,18.0,32.0,14,9,4,1,410365.0,135.0,1098881,422,3019623,874,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,16,,,
107,20100112115368144,83,25,20,17,11,3.0,2.0,3.0,2,1.0,123,129,24,25.0,13,13.0,9,7,5,1,286,139,76,51,39.0,37.0,11,14,5,1,364005.0,166.0,913000,527,2215117,1231,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,16,,2.0,6.0
108,20100112123609416,66,31,20,13,9,,6.0,1.0,2,1.0,117,98,26,16.0,14,9.0,9,6,2,1,171,120,76,15,14.0,19.0,8,6,3,1,2278506.0,148.0,2856034,457,3801267,934,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16,,,
109,20100112190353960,118,32,25,18,12,4.0,6.0,4.0,2,1.0,99,103,88,36.0,11,14.0,9,7,2,1,404,109,68,25,24.0,20.0,8,7,5,1,480692.0,221.0,978762,602,1872118,1310,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,11,,,
110,20100112403862880,48,31,22,26,9,2.0,2.0,1.0,2,1.0,96,71,28,15.0,12,5.0,12,8,2,1,145,107,61,15,6.0,17.0,8,7,5,1,332945.0,145.0,747164,410,1424423,830,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,15,2.0,4.0,6.0
111,20100112422009230,61,30,19,15,6,1.0,5.0,,2,1.0,100,169,76,28.0,11,29.0,9,14,3,1,220,108,65,21,33.0,15.0,6,12,6,1,281812.0,139.0,864211,593,1912119,1120,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,12,,,
112,20100112495997816,61,35,21,8,9,,6.0,3.0,2,1.0,99,98,22,13.0,14,7.0,9,7,3,1,182,111,61,15,13.0,18.0,8,8,3,1,155572.0,150.0,580472,453,4471495,942,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16,6.0,14.0,31.0
113,20100112554019610,46,30,23,34,9,,3.0,,2,1.0,96,130,74,35.0,11,27.0,9,13,2,1,297,117,58,30,31.0,18.0,8,11,8,1,302476.0,153.0,4094635,581,6433632,1210,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,11,6.0,22.0,16.0
114,20100113121580480,97,46,27,16,5,,2.0,1.0,3,1.0,100,201,65,20.0,19,4.0,9,6,4,1,478,106,69,17,10.0,18.0,11,7,4,1,118279.0,197.0,650757,650,1976152,1433,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,11,,8.0,22.0
115,20100113123469780,65,30,23,9,6,4.0,4.0,2.0,2,1.0,123,149,32,25.0,11,26.0,9,9,2,1,188,121,76,19,18.0,24.0,9,8,3,1,533772.0,155.0,1426010,573,2767714,1097,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,10,10.0,21.0,18.0
116,20100113203750424,44,32,18,11,6,3.0,6.0,1.0,2,1.0,122,91,37,26.0,11,14.0,9,6,6,1,114,123,75,18,11.0,14.0,11,6,4,1,248815.0,125.0,735275,459,1496466,886,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,2.0,,8.0
117,20100113204991120,64,28,18,7,5,1.0,4.0,1.0,3,1.0,93,86,20,13.0,11,6.0,9,6,1,1,156,104,58,20,16.0,16.0,11,9,3,1,166481.0,131.0,604124,390,1175315,826,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,15,,2.0,
118,20100113244993790,85,31,19,11,8,1.0,5.0,2.0,2,1.0,113,101,47,35.0,11,17.0,9,7,2,1,211,120,77,42,21.0,26.0,8,9,5,1,299102.0,166.0,966368,535,1983690,1106,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,13,2.0,9.0,10.0
119,20100113302320896,116,31,23,11,9,3.0,3.0,4.0,3,1.0,125,83,30,20.0,11,10.0,9,6,2,1,212,125,76,21,17.0,18.0,8,7,5,1,356122.0,203.0,787316,509,1640646,1039,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,10,,2.0,
120,20100113302758190,70,26,18,6,5,,5.0,1.0,2,1.0,119,92,19,18.0,11,12.0,9,7,1,1,334,129,82,28,40.0,25.0,16,20,4,1,217956.0,133.0,669137,437,1863728,1163,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,14,,,
121,20100113403690710,104,69,32,18,6,1.0,10.0,4.0,2,1.0,104,127,33,22.0,11,15.0,9,8,2,1,295,117,63,22,40.0,16.0,8,12,3,1,239160.0,154.0,634109,497,1361264,1135,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,12,4.0,5.0,8.0
122,20100113492754664,47,29,21,11,8,,7.0,3.0,2,1.0,107,115,20,16.0,11,14.0,9,9,2,1,148,100,60,28,17.0,22.0,8,9,5,1,245559.0,138.0,723021,462,1477121,906,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,13,10.0,7.0,8.0
123,20100113551171040,46,30,19,18,9,6.0,6.0,,2,1.0,117,61,32,21.0,11,19.0,9,7,4,1,148,126,72,12,13.0,10.0,8,6,4,1,472659.0,139.0,1231659,429,2201254,881,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,12,3.0,,12.0
124,20100113555428456,47,29,19,9,9,1.0,8.0,4.0,2,1.0,100,107,34,25.0,11,10.0,12,8,2,1,373,109,57,22,26.0,17.0,8,10,6,1,253560.0,128.0,691024,452,1480092,1132,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,12,,8.0,18.0
125,20100113562262376,52,33,18,7,5,,5.0,,2,1.0,101,97,22,13.0,12,8.0,12,6,3,1,211,113,64,34,14.0,18.0,12,12,4,1,189544.0,122.0,512034,410,1135151,945,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,11,,2.0,4.0
126,20100114023265800,101,35,19,14,9,4.0,7.0,3.0,2,1.0,113,98,36,18.0,11,11.0,9,7,2,1,206,119,78,30,26.0,19.0,12,10,5,1,195174.0,196.0,481262,518,1027207,1075,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,13,2.0,2.0,3.0
127,20100114034475190,69,35,18,10,8,,6.0,2.0,2,1.0,117,134,28,20.0,16,9.0,9,8,3,1,180,122,70,21,15.0,18.0,8,7,3,1,148958.0,152.0,452995,501,1042454,991,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,15,2.0,,4.0
128,20100114080717940,41,27,21,10,8,,2.0,3.0,2,1.0,132,87,20,15.0,11,9.0,9,7,3,1,177,126,77,24,21.0,17.0,8,8,4,1,251290.0,114.0,868082,418,1965268,923,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,14,,2.0,3.0
129,20100114142799520,61,34,19,7,9,,3.0,,2,1.0,101,91,21,17.0,14,11.0,9,6,3,1,150,106,59,20,29.0,18.0,11,8,5,1,174011.0,135.0,576510,418,1374915,863,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,14,,2.0,
130,20100114185867776,95,31,19,14,9,,8.0,3.0,3,1.0,96,123,36,26.0,12,11.0,9,8,4,1,177,105,53,33,19.0,23.0,8,6,4,1,269337.0,192.0,826235,546,1685531,1035,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,15,10.0,18.0,24.0
131,20100114214767150,76,39,24,11,9,1.0,3.0,2.0,2,1.0,99,113,34,23.0,16,19.0,9,10,1,1,223,105,54,13,24.0,16.0,6,12,5,1,231309.0,167.0,638897,499,1644494,1008,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,14,,,2.0
132,20100114220329620,36,27,21,11,8,,7.0,4.0,2,1.0,97,89,98,59.0,11,22.0,9,8,2,1,204,119,55,20,54.0,19.0,12,10,3,1,270175.0,120.0,1051887,545,2639198,1097,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,9,4.0,25.0,19.0
133,20100114231028224,107,38,21,12,8,1.0,7.0,3.0,2,1.0,141,441,82,50.0,13,47.0,9,13,5,1,888,149,80,18,64.0,21.0,9,21,7,1,226059.0,201.0,1133319,1019,3032468,2356,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5,2.0,4.0,35.0
134,20100114300905212,48,32,19,13,9,3.0,4.0,2.0,2,1.0,119,80,35,21.0,11,22.0,9,7,2,1,135,120,74,14,15.0,15.0,8,6,4,1,410416.0,140.0,1112485,454,2383180,889,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,15,8.0,,4.0
135,20100114500729176,43,29,20,10,8,,5.0,3.0,2,1.0,120,74,24,29.0,12,12.0,9,7,3,1,111,123,73,22,16.0,19.0,11,10,4,1,224496.0,124.0,619345,428,1382109,861,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,16,4.0,8.0,10.0
136,20100114590852610,42,28,19,9,6,,3.0,2.0,2,1.0,95,65,51,40.0,11,8.0,9,8,3,1,168,104,58,12,17.0,19.0,8,7,4,1,369504.0,117.0,1110934,426,2382420,876,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,11,6.0,9.0,17.0
137,20100115005512812,159,41,22,22,8,14.0,6.0,4.0,3,1.0,128,403,72,34.0,15,23.0,12,13,6,1,330,120,75,20,16.0,21.0,6,7,7,1,383137.0,285.0,1119423,1010,2214781,1663,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,10,6.0,4.0,7.0
138,20100115142089760,68,34,21,13,5,,5.0,3.0,3,1.0,128,77,30,34.0,13,10.0,9,7,4,1,339,125,71,42,69.0,23.0,9,18,4,1,83594739.0,158.0,84078674,505,156402689,1301,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,7,6.0,29.0,58.0
139,20100115143621824,47,35,18,9,9,,3.0,3.0,2,1.0,121,206,42,24.0,12,14.0,9,7,6,1,188,122,81,16,22.0,17.0,8,10,6,1,282907.0,132.0,1170595,610,2227957,1165,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,12,6.0,23.0,32.0
140,20100115195541796,35,27,19,6,5,1.0,4.0,2.0,2,1.0,129,58,26,25.0,12,8.0,9,6,1,1,269,140,75,26,47.0,33.0,6,17,3,1,207331.0,101.0,6516207,385,8119595,1043,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,10,,3.0,3.0
141,20100115211113456,49,27,18,10,8,1.0,7.0,3.0,2,1.0,124,113,45,24.0,11,12.0,9,8,4,1,343,136,74,31,65.0,15.0,8,21,4,1,322699.0,129.0,968234,489,2837977,1230,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,4.0,,2.0
142,20100115213518860,45,34,23,9,9,,2.0,3.0,3,1.0,125,115,47,23.0,11,11.0,9,6,3,1,396,131,77,63,19.0,17.0,8,13,4,1,414362.0,136.0,1275797,512,2902587,1300,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,11,8.0,17.0,20.0
143,20100115262106308,122,61,24,10,8,,9.0,1.0,2,1.0,97,195,29,23.0,20,7.0,12,8,1,1,557,120,55,41,89.0,29.0,8,32,4,1,131321.0,242.0,557927,649,12694437,1643,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,10,5.0,4.0,28.0
144,20100115315902710,122,38,25,13,15,9.0,14.0,5.0,2,1.0,119,192,32,28.0,11,15.0,9,9,1,1,251,127,78,35,39.0,21.0,8,14,4,1,513136.0,245.0,1444260,671,2884390,1285,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,8,2.0,,
145,20100115335165856,70,28,21,15,8,3.0,8.0,,2,1.0,94,134,42,27.0,11,6.0,9,6,4,1,214,105,63,17,14.0,17.0,8,6,3,1,260970.0,160.0,736968,514,1375908,1038,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,16,5.0,10.0,30.0
146,20100115525255724,93,26,18,6,5,3.0,4.0,4.0,2,1.0,98,121,27,14.0,11,10.0,9,6,1,1,138,116,57,25,7.0,14.0,14,6,4,1,241337.0,169.0,774691,508,1647532,970,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,14,8.0,32.0,43.0
147,20100115543803812,75,34,21,8,6,2.0,7.0,,2,1.0,117,99,24,25.0,11,15.0,9,8,2,1,139,121,76,20,19.0,15.0,14,8,4,1,921283.0,155.0,1640292,482,75084560,935,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,13,,2.0,
148,20100116220746564,155,71,37,25,16,1.0,9.0,2.0,5,2.0,202,287,42,30.0,24,15.0,21,15,5,2,916,236,115,30,103.0,32.0,12,37,9,2,2995896.0,1687.0,3295856,2037,3959147,2589,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,6,,,6.0
149,20100116221381640,57,34,19,90,12,,,,2,1.0,103,187,544,,11,,10,9,3,1,497,112,68,34,,,8,18,6,1,293194.0,214.0,1252311,1098,2725728,1890,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,11,,2.0,5.0
150,20100116391229504,167,32,21,15,9,3.0,9.0,2.0,3,1.0,124,202,50,29.0,11,20.0,9,6,2,1,283,129,73,19,18.0,19.0,11,8,5,1,467158.0,263.0,1197189,739,2565967,1368,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,10,2.0,17.0,24.0
151,20100116433371412,115,28,18,9,9,3.0,6.0,2.0,2,1.0,101,108,18,19.0,11,11.0,9,6,3,1,214,105,59,17,16.0,16.0,8,10,5,1,443257.0,192.0,1070928,489,1975051,979,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,13,,,
152,20100116512584180,52,31,18,8,6,,3.0,3.0,2,1.0,96,67,80,31.0,11,8.0,9,6,2,1,127,103,61,15,16.0,15.0,8,6,4,1,220155.0,125.0,731504,455,1539111,873,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,2.0,10.0,27.0
153,20100116563055436,65,30,22,16,5,2.0,7.0,2.0,2,1.0,124,100,42,21.0,11,20.0,9,8,3,1,139,121,80,43,17.0,20.0,13,6,4,1,313835.0,158.0,9508586,517,10345011,1006,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,7.0,7.0,2.0
154,20100116571291350,70,35,24,22,9,,8.0,2.0,2,1.0,155,164,46,31.0,13,49.0,9,15,3,1,350,134,77,37,23.0,33.0,10,12,4,1,385997.0,179.0,1442495,690,2669369,1441,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,12,7.0,17.0,30.0
155,20100117030964424,34,27,18,14,8,,4.0,1.0,2,1.0,126,92,51,29.0,16,19.0,9,9,6,1,237,147,76,47,49.0,13.0,9,15,3,1,778040.0,114.0,3575690,511,7980814,1157,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,14,6.0,29.0,11.0
156,20100117123192490,60,33,20,9,9,5.0,6.0,2.0,2,1.0,117,86,42,24.0,13,8.0,9,6,2,1,254,135,75,29,25.0,25.0,18,12,5,1,293493.0,148.0,94563233,476,96243712,1100,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,13,2.0,11.0,2.0
157,20100117443322200,92,36,24,9,6,4.0,3.0,2.0,3,1.0,125,117,26,23.0,14,14.0,9,7,2,1,204,118,57,21,38.0,16.0,10,11,3,1,350326.0,184.0,779168,532,1544287,1065,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,15,5.0,5.0,6.0
158,20100117554365464,28,32,18,7,6,,5.0,3.0,2,1.0,118,61,18,17.0,11,10.0,9,6,1,1,124,122,73,16,18.0,17.0,8,7,4,1,217036.0,103.0,616271,358,1392225,788,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,15,2.0,,2.0
159,20100118090535520,188,79,43,18,24,5.0,7.0,2.0,4,2.0,271,295,53,30.0,27,19.0,18,14,3,2,913,272,167,47,28.0,41.0,18,15,7,2,2614801.0,1514.0,3195562,1936,4199307,2937,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,23.0,45.0,94.0
160,20100118092453996,59,31,23,13,8,3.0,6.0,4.0,2,1.0,140,232,66,26.0,12,26.0,15,13,10,1,684,149,76,50,95.0,34.0,26,39,5,1,240968.0,151.0,804387,728,2743710,1958,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,2.0,12.0,27.0
161,20100118543017772,54,27,18,13,11,2.0,7.0,3.0,2,1.0,122,126,38,24.0,15,15.0,9,11,2,1,234,127,74,18,20.0,18.0,10,11,5,1,219114.0,139.0,626987,519,1511660,1115,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,11,2.0,10.0,26.0
162,20100119192145600,34,28,20,8,8,,4.0,1.0,2,1.0,93,57,17,13.0,12,6.0,9,6,1,1,117,100,55,13,8.0,17.0,8,8,3,1,177527.0,105.0,807385,324,1836082,686,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,16,,,
163,20100119450251140,39,29,19,7,5,,5.0,,2,1.0,121,101,30,20.0,13,7.0,9,7,1,1,184,122,80,53,11.0,18.0,9,7,4,1,175571.0,106.0,510149,436,46274341,982,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,14,,2.0,2.0
164,20100119465870440,49,31,18,8,9,,3.0,3.0,2,1.0,92,64,20,19.0,11,10.0,9,6,1,1,147,103,57,15,19.0,15.0,8,6,3,1,239027.0,123.0,615760,367,1546480,779,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,13,,,4.0
165,20100120422124110,72,33,18,16,6,1.0,7.0,3.0,3,1.0,109,178,35,30.0,12,16.0,9,14,4,1,215,101,65,34,17.0,28.0,14,6,4,1,306135.0,164.0,1026988,600,1906033,1138,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,12,5.0,17.0,12.0
166,20100122272408336,182,29,25,14,5,2.0,,,2,1.0,100,431,60,,11,,9,11,6,1,729,109,54,35,,,23,12,5,1,39393629.0,263.0,41188290,923,42185207,1954,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,13,4.0,21.0,25.0
167,20100123015065050,104,55,37,20,13,5.0,13.0,4.0,4,2.0,252,383,181,67.0,22,37.0,18,27,10,2,523,193,147,25,59.0,31.0,11,16,7,1,5047017.0,1602.0,5700781,1925,4102439,1437,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,9,,17.0,10.0
168,20100207544276900,86,43,21,23,9,,5.0,3.0,2,1.0,141,247,79,25.0,11,29.0,9,13,2,1,175,127,77,26,18.0,20.0,11,8,3,1,435157.0,194.0,2304823,767,4314021,1283,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,11,2.0,8.0,7.0
169,20100207584362790,73,32,18,7,9,1.0,3.0,1.0,2,1.0,92,79,22,17.0,12,10.0,9,8,2,1,139,101,57,34,10.0,15.0,6,6,5,1,213430.0,146.0,588763,407,1185999,820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,,,2.0
170,20100208005768772,59,27,20,11,5,1.0,5.0,2.0,2,1.0,118,211,91,43.0,13,7.0,9,9,2,1,229,126,75,20,11.0,21.0,8,6,5,1,239144.0,135.0,758325,652,1410344,1198,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,15,3.0,8.0,
171,20100208140027224,58,44,24,14,9,3.0,6.0,3.0,2,1.0,101,160,47,25.0,13,12.0,9,7,1,1,317,102,58,42,34.0,30.0,10,12,7,1,129920.0,163.0,551400,552,1799153,1244,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,11,,3.0,39.0
172,20100208163077372,63,25,22,11,8,3.0,6.0,3.0,2,1.0,100,88,45,26.0,13,9.0,9,8,2,1,167,112,61,21,7.0,21.0,10,6,4,1,1202600.0,143.0,1853262,451,14736376,897,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,14,,,
173,20100208332760820,62,36,18,6,6,,6.0,4.0,2,1.0,114,108,17,16.0,12,12.0,9,6,2,1,164,123,71,16,22.0,20.0,8,6,4,1,165237.0,140.0,524940,441,4229810,911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,,,
174,20100208335075936,53,28,18,7,5,,7.0,2.0,3,1.0,122,70,26,19.0,12,8.0,9,7,1,1,340,135,74,42,45.0,28.0,8,13,4,1,170673.0,123.0,1224516,412,2605868,1160,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,10,,2.0,8.0
